epoch,train_loss,validation_loss,train_mean_accuracy,validation_mean_accuracy,train_accuracy__target__theme,validation_accuracy__target__theme,train_accuracy__target__cake,validation_accuracy__target__cake,train_accuracy__target__decor,validation_accuracy__target__decor,train_accuracy__target__layout,validation_accuracy__target__layout
34,0.420668097647,0.62119767833,0.827678571429,0.734027777778,0.777976190476,0.711111111111,0.81369047619,0.652777777778,0.728571428571,0.619444444444,0.990476190476,0.952777777778
35,0.41882381145,0.618533782663,0.829166666667,0.746527777778,0.800595238095,0.711111111111,0.810119047619,0.675,0.717857142857,0.641666666667,0.988095238095,0.958333333333
36,0.418065928294,0.628523782111,0.82693452381,0.734027777778,0.799404761905,0.705555555556,0.81130952381,0.65,0.707738095238,0.630555555556,0.989285714286,0.95
37,0.409199734692,0.629662866116,0.833482142857,0.727777777778,0.791666666667,0.686111111111,0.823214285714,0.666666666667,0.726785714286,0.605555555556,0.992261904762,0.952777777778
38,0.418889942191,0.636375842716,0.825,0.739583333333,0.7875,0.719444444444,0.810714285714,0.691666666667,0.71130952381,0.597222222222,0.990476190476,0.95
39,0.413011623821,0.634143388777,0.832886904762,0.730555555556,0.796428571429,0.713888888889,0.816071428571,0.652777777778,0.730952380952,0.605555555556,0.988095238095,0.95
40,0.403719287895,0.642265507638,0.835863095238,0.729861111111,0.803571428571,0.680555555556,0.819642857143,0.669444444444,0.729166666667,0.616666666667,0.991071428571,0.952777777778
41,0.412262446158,0.65306852034,0.830654761905,0.726388888889,0.791666666667,0.697222222222,0.817857142857,0.677777777778,0.723214285714,0.583333333333,0.989880952381,0.947222222222
42,0.395065539799,0.642084860614,0.837053571429,0.739583333333,0.805357142857,0.711111111111,0.81369047619,0.669444444444,0.738095238095,0.625,0.991071428571,0.952777777778
43,0.395716838666,0.638909837213,0.840327380952,0.727083333333,0.81369047619,0.708333333333,0.833333333333,0.669444444444,0.724404761905,0.583333333333,0.989880952381,0.947222222222
44,0.394497452598,0.638154659929,0.836755952381,0.73125,0.80119047619,0.697222222222,0.820833333333,0.655555555556,0.733928571429,0.622222222222,0.991071428571,0.95
45,0.39958550122,0.65966500757,0.835714285714,0.747916666667,0.789880952381,0.705555555556,0.822023809524,0.694444444444,0.738095238095,0.641666666667,0.992857142857,0.95
46,0.391315212914,0.647366551403,0.842857142857,0.733333333333,0.798214285714,0.694444444444,0.835714285714,0.680555555556,0.744642857143,0.613888888889,0.992857142857,0.944444444444
47,0.405005755923,0.673184844339,0.834523809524,0.720833333333,0.795833333333,0.683333333333,0.822023809524,0.663888888889,0.726785714286,0.580555555556,0.993452380952,0.955555555556
48,0.389312778126,0.663873875132,0.840773809524,0.731944444444,0.801785714286,0.697222222222,0.83869047619,0.661111111111,0.730357142857,0.622222222222,0.992261904762,0.947222222222
49,0.389534003736,0.665382240174,0.846428571429,0.734722222222,0.816666666667,0.691666666667,0.827976190476,0.686111111111,0.748214285714,0.616666666667,0.992857142857,0.944444444444
50,0.387942934804,0.681958503066,0.845238095238,0.720138888889,0.821428571429,0.694444444444,0.824404761905,0.666666666667,0.742261904762,0.577777777778,0.992857142857,0.941666666667
51,0.388540816841,0.67312353091,0.838839285714,0.731944444444,0.805357142857,0.688888888889,0.817261904762,0.669444444444,0.7375,0.619444444444,0.995238095238,0.95
52,0.378973925456,0.678489672405,0.84568452381,0.725,0.817261904762,0.694444444444,0.836904761905,0.669444444444,0.735714285714,0.591666666667,0.992857142857,0.944444444444
53,0.384235674549,0.683892580214,0.843898809524,0.732638888889,0.81130952381,0.680555555556,0.842261904762,0.672222222222,0.727380952381,0.636111111111,0.994642857143,0.941666666667
54,0.374647730926,0.675179056929,0.850595238095,0.727083333333,0.81369047619,0.686111111111,0.845833333333,0.663888888889,0.747619047619,0.613888888889,0.995238095238,0.944444444444
55,0.390141359093,0.693083607362,0.843303571429,0.731944444444,0.807738095238,0.7,0.833333333333,0.688888888889,0.73630952381,0.594444444444,0.995833333333,0.944444444444
