scene_id,split,seed,label_source,review_status,production_approved
venue-synthetic-0072,train,9799562,deterministic_synthetic_geometry_v1,synthetic_bootstrap_only,false
venue-synthetic-0073,train,9382770,deterministic_synthetic_geometry_v1,synthetic_bootstrap_only,false
venue-synthetic-0074,train,9132652,deterministic_synthetic_geometry_v1,synthetic_bootstrap_only,false
venue-synthetic-0075,train,7880876,deterministic_synthetic_geometry_v1,synthetic_bootstrap_only,false
venue-synthetic-0076,train,4375956,deterministic_synthetic_geometry_v1,synthetic_bootstrap_only,false
venue-synthetic-0077,train,1884808,deterministic_synthetic_geometry_v1,synthetic_bootstrap_only,false
venue-synthetic-0078,train,3929265,deterministic_synthetic_geometry_v1,synthetic_bootstrap_only,false
venue-synthetic-0079,train,7468045,deterministic_synthetic_geometry_v1,synthetic_bootstrap_only,false
venue-synthetic-0080,train,173484,deterministic_synthetic_geometry_v1,synthetic_bootstrap_only,false
venue-synthetic-0081,train,4769475,deterministic_synthetic_geometry_v1,synthetic_bootstrap_only,false
venue-synthetic-0082,train,3961058,deterministic_synthetic_geometry_v1,synthetic_bootstrap_only,false
venue-synthetic-0083,train,8336521,deterministic_synthetic_geometry_v1,synthetic_bootstrap_only,false
venue-synthetic-0084,train,8562628,deterministic_synthetic_geometry_v1,synthetic_bootstrap_only,false
venue-synthetic-0085,train,3248625,deterministic_synthetic_geometry_v1,synthetic_bootstrap_only,false
venue-synthetic-0086,train,6310173,deterministic_synthetic_geometry_v1,synthetic_bootstrap_only,false
venue-synthetic-0087,train,5249394,deterministic_synthetic_geometry_v1,synthetic_bootstrap_only,false
venue-synthetic-0088,train,4071437,deterministic_synthetic_geometry_v1,synthetic_bootstrap_only,false
venue-synthetic-0089,train,2690612,deterministic_synthetic_geometry_v1,synthetic_bootstrap_only,false
venue-synthetic-0090,train,2661489,deterministic_synthetic_geometry_v1,synthetic_bootstrap_only,false
venue-synthetic-0091,train,5352129,deterministic_synthetic_geometry_v1,synthetic_bootstrap_only,false
venue-synthetic-0092,train,6224899,deterministic_synthetic_geometry_v1,synthetic_bootstrap_only,false
venue-synthetic-0093,train,6087625,deterministic_synthetic_geometry_v1,synthetic_bootstrap_only,false
venue-synthetic-0094,train,5902134,deterministic_synthetic_geometry_v1,synthetic_bootstrap_only,false
venue-synthetic-0095,train,730924,deterministic_synthetic_geometry_v1,synthetic_bootstrap_only,false
venue-synthetic-0096,train,6619658,deterministic_synthetic_geometry_v1,synthetic_bootstrap_only,false
venue-synthetic-0097,train,4672863,deterministic_synthetic_geometry_v1,synthetic_bootstrap_only,false
venue-synthetic-0098,train,7553292,deterministic_synthetic_geometry_v1,synthetic_bootstrap_only,false
venue-synthetic-0099,train,3471559,deterministic_synthetic_geometry_v1,synthetic_bootstrap_only,false
venue-synthetic-0100,train,5839887,deterministic_synthetic_geometry_v1,synthetic_bootstrap_only,false
venue-synthetic-0101,train,1984438,deterministic_synthetic_geometry_v1,synthetic_bootstrap_only,false
venue-synthetic-0102,train,4551413,deterministic_synthetic_geometry_v1,synthetic_bootstrap_only,false
venue-synthetic-0103,train,8399667,deterministic_synthetic_geometry_v1,synthetic_bootstrap_only,false
venue-synthetic-0104,train,7236550,deterministic_synthetic_geometry_v1,synthetic_bootstrap_only,false
venue-synthetic-0105,train,9771994,deterministic_synthetic_geometry_v1,synthetic_bootstrap_only,false
venue-synthetic-0106,train,1224829,deterministic_synthetic_geometry_v1,synthetic_bootstrap_only,false
venue-synthetic-0107,train,730490,deterministic_synthetic_geometry_v1,synthetic_bootstrap_only,false
venue-synthetic-0108,train,708596,deterministic_synthetic_geometry_v1,synthetic_bootstrap_only,false
venue-synthetic-0109,train,3756833,deterministic_synthetic_geometry_v1,synthetic_bootstrap_only,false
venue-synthetic-0110,train,5263697,deterministic_synthetic_geometry_v1,synthetic_bootstrap_only,false
venue-synthetic-0111,train,2394316,deterministic_synthetic_geometry_v1,synthetic_bootstrap_only,false
venue-synthetic-0112,train,8155650,deterministic_synthetic_geometry_v1,synthetic_bootstrap_only,false
venue-synthetic-0113,train,8452428,deterministic_synthetic_geometry_v1,synthetic_bootstrap_only,false
venue-synthetic-0114,train,5305133,deterministic_synthetic_geometry_v1,synthetic_bootstrap_only,false
venue-synthetic-0115,train,1878525,deterministic_synthetic_geometry_v1,synthetic_bootstrap_only,false
venue-synthetic-0116,train,1978942,deterministic_synthetic_geometry_v1,synthetic_bootstrap_only,false
venue-synthetic-0117,train,750882,deterministic_synthetic_geometry_v1,synthetic_bootstrap_only,false
venue-synthetic-0118,train,7252031,deterministic_synthetic_geometry_v1,synthetic_bootstrap_only,false
venue-synthetic-0119,train,5486486,deterministic_synthetic_geometry_v1,synthetic_bootstrap_only,false
venue-synthetic-0120,train,7238549,deterministic_synthetic_geometry_v1,synthetic_bootstrap_only,false
venue-synthetic-0121,train,3097983,deterministic_synthetic_geometry_v1,synthetic_bootstrap_only,false
venue-synthetic-0122,train,1501999,deterministic_synthetic_geometry_v1,synthetic_bootstrap_only,false
venue-synthetic-0123,train,4391254,deterministic_synthetic_geometry_v1,synthetic_bootstrap_only,false
venue-synthetic-0124,train,3677214,deterministic_synthetic_geometry_v1,synthetic_bootstrap_only,false
venue-synthetic-0125,train,2459151,deterministic_synthetic_geometry_v1,synthetic_bootstrap_only,false
venue-synthetic-0126,train,316075,deterministic_synthetic_geometry_v1,synthetic_bootstrap_only,false
venue-synthetic-0127,train,1104712,deterministic_synthetic_geometry_v1,synthetic_bootstrap_only,false
venue-synthetic-0128,train,8010373,deterministic_synthetic_geometry_v1,synthetic_bootstrap_only,false
venue-synthetic-0129,train,5162203,deterministic_synthetic_geometry_v1,synthetic_bootstrap_only,false
venue-synthetic-0130,train,3197017,deterministic_synthetic_geometry_v1,synthetic_bootstrap_only,false
venue-synthetic-0131,train,7864929,deterministic_synthetic_geometry_v1,synthetic_bootstrap_only,false
venue-synthetic-0132,train,8893504,deterministic_synthetic_geometry_v1,synthetic_bootstrap_only,false
venue-synthetic-0133,train,5072804,deterministic_synthetic_geometry_v1,synthetic_bootstrap_only,false
venue-synthetic-0134,train,3508182,deterministic_synthetic_geometry_v1,synthetic_bootstrap_only,false
venue-synthetic-0135,train,136467,deterministic_synthetic_geometry_v1,synthetic_bootstrap_only,false
venue-synthetic-0136,train,4485018,deterministic_synthetic_geometry_v1,synthetic_bootstrap_only,false
venue-synthetic-0137,train,514502,deterministic_synthetic_geometry_v1,synthetic_bootstrap_only,false
venue-synthetic-0138,train,5580126,deterministic_synthetic_geometry_v1,synthetic_bootstrap_only,false
venue-synthetic-0139,train,8463389,deterministic_synthetic_geometry_v1,synthetic_bootstrap_only,false
venue-synthetic-0140,train,6829791,deterministic_synthetic_geometry_v1,synthetic_bootstrap_only,false
venue-synthetic-0141,train,9857022,deterministic_synthetic_geometry_v1,synthetic_bootstrap_only,false
venue-synthetic-0142,train,3056162,deterministic_synthetic_geometry_v1,synthetic_bootstrap_only,false
venue-synthetic-0143,train,4353669,deterministic_synthetic_geometry_v1,synthetic_bootstrap_only,false
venue-synthetic-0144,train,3224300,deterministic_synthetic_geometry_v1,synthetic_bootstrap_only,false
venue-synthetic-0145,train,8657215,deterministic_synthetic_geometry_v1,synthetic_bootstrap_only,false
venue-synthetic-0146,train,3565746,deterministic_synthetic_geometry_v1,synthetic_bootstrap_only,false
venue-synthetic-0147,train,3438392,deterministic_synthetic_geometry_v1,synthetic_bootstrap_only,false
venue-synthetic-0148,train,4155800,deterministic_synthetic_geometry_v1,synthetic_bootstrap_only,false
venue-synthetic-0149,train,4002772,deterministic_synthetic_geometry_v1,synthetic_bootstrap_only,false
venue-synthetic-0150,train,5742670,deterministic_synthetic_geometry_v1,synthetic_bootstrap_only,false
venue-synthetic-0151,train,2122775,deterministic_synthetic_geometry_v1,synthetic_bootstrap_only,false
venue-synthetic-0152,train,5368481,deterministic_synthetic_geometry_v1,synthetic_bootstrap_only,false
venue-synthetic-0153,train,610171,deterministic_synthetic_geometry_v1,synthetic_bootstrap_only,false
venue-synthetic-0154,train,3378626,deterministic_synthetic_geometry_v1,synthetic_bootstrap_only,false
venue-synthetic-0155,train,7474067,deterministic_synthetic_geometry_v1,synthetic_bootstrap_only,false
venue-synthetic-0156,train,7938265,deterministic_synthetic_geometry_v1,synthetic_bootstrap_only,false
venue-synthetic-0157,train,3095105,deterministic_synthetic_geometry_v1,synthetic_bootstrap_only,false
venue-synthetic-0158,train,5134453,deterministic_synthetic_geometry_v1,synthetic_bootstrap_only,false
venue-synthetic-0159,train,2670942,deterministic_synthetic_geometry_v1,synthetic_bootstrap_only,false
venue-synthetic-0160,train,7004415,deterministic_synthetic_geometry_v1,synthetic_bootstrap_only,false
venue-synthetic-0161,train,9899592,deterministic_synthetic_geometry_v1,synthetic_bootstrap_only,false
venue-synthetic-0162,train,3407051,deterministic_synthetic_geometry_v1,synthetic_bootstrap_only,false
venue-synthetic-0163,train,6981899,deterministic_synthetic_geometry_v1,synthetic_bootstrap_only,false
venue-synthetic-0164,train,5500865,deterministic_synthetic_geometry_v1,synthetic_bootstrap_only,false
venue-synthetic-0165,train,5245635,deterministic_synthetic_geometry_v1,synthetic_bootstrap_only,false
venue-synthetic-0166,train,8153461,deterministic_synthetic_geometry_v1,synthetic_bootstrap_only,false
venue-synthetic-0167,train,1480271,deterministic_synthetic_geometry_v1,synthetic_bootstrap_only,false
venue-synthetic-0168,train,700425,deterministic_synthetic_geometry_v1,synthetic_bootstrap_only,false
venue-synthetic-0169,validation,5890758,deterministic_synthetic_geometry_v1,synthetic_bootstrap_only,false
venue-synthetic-0170,validation,9215236,deterministic_synthetic_geometry_v1,synthetic_bootstrap_only,false
venue-synthetic-0171,validation,9432528,deterministic_synthetic_geometry_v1,synthetic_bootstrap_only,false
venue-synthetic-0172,validation,8542080,deterministic_synthetic_geometry_v1,synthetic_bootstrap_only,false
venue-synthetic-0173,validation,940117,deterministic_synthetic_geometry_v1,synthetic_bootstrap_only,false
venue-synthetic-0174,validation,9874992,deterministic_synthetic_geometry_v1,synthetic_bootstrap_only,false
venue-synthetic-0175,validation,283117,deterministic_synthetic_geometry_v1,synthetic_bootstrap_only,false
venue-synthetic-0176,validation,6675761,deterministic_synthetic_geometry_v1,synthetic_bootstrap_only,false
venue-synthetic-0177,validation,4679669,deterministic_synthetic_geometry_v1,synthetic_bootstrap_only,false
venue-synthetic-0178,validation,7776734,deterministic_synthetic_geometry_v1,synthetic_bootstrap_only,false
venue-synthetic-0179,validation,5608000,deterministic_synthetic_geometry_v1,synthetic_bootstrap_only,false
venue-synthetic-0180,validation,2091892,deterministic_synthetic_geometry_v1,synthetic_bootstrap_only,false
venue-synthetic-0181,validation,668142,deterministic_synthetic_geometry_v1,synthetic_bootstrap_only,false
venue-synthetic-0182,validation,2462735,deterministic_synthetic_geometry_v1,synthetic_bootstrap_only,false
venue-synthetic-0183,validation,7462902,deterministic_synthetic_geometry_v1,synthetic_bootstrap_only,false
venue-synthetic-0184,validation,8558959,deterministic_synthetic_geometry_v1,synthetic_bootstrap_only,false
venue-synthetic-0185,validation,4550259,deterministic_synthetic_geometry_v1,synthetic_bootstrap_only,false
venue-synthetic-0186,validation,9952986,deterministic_synthetic_geometry_v1,synthetic_bootstrap_only,false
venue-synthetic-0187,validation,4214069,deterministic_synthetic_geometry_v1,synthetic_bootstrap_only,false
venue-synthetic-0188,validation,9605701,deterministic_synthetic_geometry_v1,synthetic_bootstrap_only,false
venue-synthetic-0189,validation,1844534,deterministic_synthetic_geometry_v1,synthetic_bootstrap_only,false
venue-synthetic-0190,validation,4962059,deterministic_synthetic_geometry_v1,synthetic_bootstrap_only,false
venue-synthetic-0191,validation,3991734,deterministic_synthetic_geometry_v1,synthetic_bootstrap_only,false
venue-synthetic-0192,validation,371188,deterministic_synthetic_geometry_v1,synthetic_bootstrap_only,false
venue-synthetic-0193,validation,8630388,deterministic_synthetic_geometry_v1,synthetic_bootstrap_only,false
venue-synthetic-0194,validation,5609696,deterministic_synthetic_geometry_v1,synthetic_bootstrap_only,false
venue-synthetic-0195,validation,4640366,deterministic_synthetic_geometry_v1,synthetic_bootstrap_only,false
venue-synthetic-0196,validation,141774,deterministic_synthetic_geometry_v1,synthetic_bootstrap_only,false
venue-synthetic-0197,validation,8805354,deterministic_synthetic_geometry_v1,synthetic_bootstrap_only,false
venue-synthetic-0198,validation,1630541,deterministic_synthetic_geometry_v1,synthetic_bootstrap_only,false
venue-synthetic-0199,validation,5342766,deterministic_synthetic_geometry_v1,synthetic_bootstrap_only,false
venue-synthetic-0200,validation,2371969,deterministic_synthetic_geometry_v1,synthetic_bootstrap_only,false
venue-synthetic-0201,validation,9879181,deterministic_synthetic_geometry_v1,synthetic_bootstrap_only,false
venue-synthetic-0202,validation,8912972,deterministic_synthetic_geometry_v1,synthetic_bootstrap_only,false
venue-synthetic-0203,validation,1886662,deterministic_synthetic_geometry_v1,synthetic_bootstrap_only,false
venue-synthetic-0204,validation,4870758,deterministic_synthetic_geometry_v1,synthetic_bootstrap_only,false
venue-synthetic-0205,test,5230492,deterministic_synthetic_geometry_v1,synthetic_bootstrap_only,false
venue-synthetic-0206,test,6132318,deterministic_synthetic_geometry_v1,synthetic_bootstrap_only,false
venue-synthetic-0207,test,2835211,deterministic_synthetic_geometry_v1,synthetic_bootstrap_only,false
venue-synthetic-0208,test,7138462,deterministic_synthetic_geometry_v1,synthetic_bootstrap_only,false
venue-synthetic-0209,test,447959,deterministic_synthetic_geometry_v1,synthetic_bootstrap_only,false
venue-synthetic-0210,test,8091636,deterministic_synthetic_geometry_v1,synthetic_bootstrap_only,false
venue-synthetic-0211,test,6228897,deterministic_synthetic_geometry_v1,synthetic_bootstrap_only,false
venue-synthetic-0212,test,499031,deterministic_synthetic_geometry_v1,synthetic_bootstrap_only,false
venue-synthetic-0213,test,3462466,deterministic_synthetic_geometry_v1,synthetic_bootstrap_only,false
venue-synthetic-0214,test,9317637,deterministic_synthetic_geometry_v1,synthetic_bootstrap_only,false
venue-synthetic-0215,test,1298308,deterministic_synthetic_geometry_v1,synthetic_bootstrap_only,false
venue-synthetic-0216,test,1503957,deterministic_synthetic_geometry_v1,synthetic_bootstrap_only,false
venue-synthetic-0217,test,8716187,deterministic_synthetic_geometry_v1,synthetic_bootstrap_only,false
venue-synthetic-0218,test,7136849,deterministic_synthetic_geometry_v1,synthetic_bootstrap_only,false
venue-synthetic-0219,test,4502883,deterministic_synthetic_geometry_v1,synthetic_bootstrap_only,false
venue-synthetic-0220,test,5526858,deterministic_synthetic_geometry_v1,synthetic_bootstrap_only,false
venue-synthetic-0221,test,3845363,deterministic_synthetic_geometry_v1,synthetic_bootstrap_only,false
venue-synthetic-0222,test,2357318,deterministic_synthetic_geometry_v1,synthetic_bootstrap_only,false
venue-synthetic-0223,test,8231415,deterministic_synthetic_geometry_v1,synthetic_bootstrap_only,false
venue-synthetic-0224,test,5167633,deterministic_synthetic_geometry_v1,synthetic_bootstrap_only,false
venue-synthetic-0225,test,6088987,deterministic_synthetic_geometry_v1,synthetic_bootstrap_only,false
venue-synthetic-0226,test,7090804,deterministic_synthetic_geometry_v1,synthetic_bootstrap_only,false
venue-synthetic-0227,test,3994060,deterministic_synthetic_geometry_v1,synthetic_bootstrap_only,false
venue-synthetic-0228,test,7275101,deterministic_synthetic_geometry_v1,synthetic_bootstrap_only,false
venue-synthetic-0229,test,6133319,deterministic_synthetic_geometry_v1,synthetic_bootstrap_only,false
venue-synthetic-0230,test,6373970,deterministic_synthetic_geometry_v1,synthetic_bootstrap_only,false
venue-synthetic-0231,test,2201253,deterministic_synthetic_geometry_v1,synthetic_bootstrap_only,false
venue-synthetic-0232,test,5935955,deterministic_synthetic_geometry_v1,synthetic_bootstrap_only,false
venue-synthetic-0233,test,1953240,deterministic_synthetic_geometry_v1,synthetic_bootstrap_only,false
venue-synthetic-0234,test,3416647,deterministic_synthetic_geometry_v1,synthetic_bootstrap_only,false
venue-synthetic-0235,test,6877657,deterministic_synthetic_geometry_v1,synthetic_bootstrap_only,false
venue-synthetic-0236,test,9810608,deterministic_synthetic_geometry_v1,synthetic_bootstrap_only,false
venue-synthetic-0237,test,3845862,deterministic_synthetic_geometry_v1,synthetic_bootstrap_only,false
venue-synthetic-0238,test,7232994,deterministic_synthetic_geometry_v1,synthetic_bootstrap_only,false
venue-synthetic-0239,test,7616854,deterministic_synthetic_geometry_v1,synthetic_bootstrap_only,false
venue-synthetic-0240,test,7995725,deterministic_synthetic_geometry_v1,synthetic_bootstrap_only,false
