candidate_id,commons_page_id,title,source_category,source_page_url,original_url,download_url,license,license_url,creator,credit,attribution_required,modifications,image_path,image_sha256,perceptual_hash,pixel_width,pixel_height,visual_venue_review,visual_people_review,rights_review,selection_status,review_notes
commons-venue-0014,150956588,File:1934-02 OBRAS 08.jpg,Assembly halls,https://commons.wikimedia.org/wiki/File:1934-02_OBRAS_08.jpg,https://upload.wikimedia.org/wikipedia/commons/e/ec/1934-02_OBRAS_08.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ec/1934-02_OBRAS_08.jpg/500px-1934-02_OBRAS_08.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Public domain,,Unknown author Unknown author,Obras. Revista de la construcción,false,resized to maximum 640 px; converted to RGB JPEG; EXIF removed,../raw/real_v2/images/commons-venue-0014.jpg,6f5db393bedaa9ba09c32ae01ad0e4c2ac41713205f7b1590d9bc7a10c8846c1,668cc0a523383421,500,370,pending,pending,metadata_screen_passed_manual_review_pending,candidate_not_for_training,
commons-venue-0015,177473060,File:Centro de Convenciones Atlapa 2025.jpg,Convention centers,https://commons.wikimedia.org/wiki/File:Centro_de_Convenciones_Atlapa_2025.jpg,https://upload.wikimedia.org/wikipedia/commons/a/a7/Centro_de_Convenciones_Atlapa_2025.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a7/Centro_de_Convenciones_Atlapa_2025.jpg/500px-Centro_de_Convenciones_Atlapa_2025.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC0,http://creativecommons.org/publicdomain/zero/1.0/deed.en,Virpana,Own work,false,resized to maximum 640 px; converted to RGB JPEG; EXIF removed,../raw/real_v2/images/commons-venue-0015.jpg,8d43607a51877b844dcfcd09bc37d4d074f4b0a0d022d8408a2fd1b0a7e28371,f91191bd1b7b6000,500,375,pending,pending,metadata_screen_passed_manual_review_pending,candidate_not_for_training,
commons-venue-0016,4264241,File:Amsterdam Muziektheater foyer.jpg,Foyers,https://commons.wikimedia.org/wiki/File:Amsterdam_Muziektheater_foyer.jpg,https://upload.wikimedia.org/wikipedia/commons/0/01/Amsterdam_Muziektheater_foyer.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://upload.wikimedia.org/wikipedia/commons/thumb/0/01/Amsterdam_Muziektheater_foyer.jpg/500px-Amsterdam_Muziektheater_foyer.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY 3.0,https://creativecommons.org/licenses/by/3.0,Photo: Andreas Praefcke,Own work,true,resized to maximum 640 px; converted to RGB JPEG; EXIF removed,../raw/real_v2/images/commons-venue-0016.jpg,cfb6652da0b53e4aff46282d0857c25f1e6e573b403566e990c8c5311bb7d3ce,939696c7a6871506,480,640,pending,pending,metadata_screen_passed_manual_review_pending,candidate_not_for_training,
commons-venue-0017,23205396,File:Montgomery County Fairgrounds Coliseum.jpg,Exhibition halls,https://commons.wikimedia.org/wiki/File:Montgomery_County_Fairgrounds_Coliseum.jpg,https://upload.wikimedia.org/wikipedia/commons/0/00/Montgomery_County_Fairgrounds_Coliseum.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://upload.wikimedia.org/wikipedia/commons/thumb/0/00/Montgomery_County_Fairgrounds_Coliseum.jpg/500px-Montgomery_County_Fairgrounds_Coliseum.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Public domain,,Nyttend,Own work,false,resized to maximum 640 px; converted to RGB JPEG; EXIF removed,../raw/real_v2/images/commons-venue-0017.jpg,3d069cfc8851088a656fa67f20020fa91d5fb31b550b47f549a0ff2b734ebc14,e8cccaeee0e2eee8,500,281,pending,pending,metadata_screen_passed_manual_review_pending,candidate_not_for_training,
commons-venue-0018,74791274,File:A-view-of-Ivan-Bratts-home-142461525240.jpg,Living rooms,https://commons.wikimedia.org/wiki/File:A-view-of-Ivan-Bratts-home-142461525240.jpg,https://upload.wikimedia.org/wikipedia/commons/1/15/A-view-of-Ivan-Bratts-home-142461525240.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://upload.wikimedia.org/wikipedia/commons/1/15/A-view-of-Ivan-Bratts-home-142461525240.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled,Public domain,,Unknown photographer,Åhlén & Åkerlund via IMS Vintage Photos,false,resized to maximum 640 px; converted to RGB JPEG; EXIF removed,../raw/real_v2/images/commons-venue-0018.jpg,0bfbc9a30ddddc5013b5ae25061667df9553f07bb628ec5271c90305286151bf,e6ece7232b2b33c0,640,448,pending,pending,metadata_screen_passed_manual_review_pending,candidate_not_for_training,
commons-venue-0019,86480089,File:Emergenza coronavirus (49469541262).jpg,Meeting rooms,https://commons.wikimedia.org/wiki/File:Emergenza_coronavirus_(49469541262).jpg,https://upload.wikimedia.org/wikipedia/commons/9/98/Emergenza_coronavirus_%2849469541262%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://upload.wikimedia.org/wikipedia/commons/thumb/9/98/Emergenza_coronavirus_%2849469541262%29.jpg/500px-Emergenza_coronavirus_%2849469541262%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,Dipartimento Protezione Civile from Italia,Emergenza coronavirus,true,resized to maximum 640 px; converted to RGB JPEG; EXIF removed,../raw/real_v2/images/commons-venue-0019.jpg,466d1b0ed8f293d20cb91a347dc711ef614ab105023fe7089ebd762ce5ef586f,a4b4b463c3e072c0,500,333,pending,pending,metadata_screen_passed_manual_review_pending,candidate_not_for_training,
commons-venue-0020,161115114,File:202303musnh b facility022.jpg,Conference rooms,https://commons.wikimedia.org/wiki/File:202303musnh_b_facility022.jpg,https://upload.wikimedia.org/wikipedia/commons/b/b5/202303musnh_b_facility022.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b5/202303musnh_b_facility022.jpg/500px-202303musnh_b_facility022.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,大阪市立自然史博物館 Osaka Museum of Natural History,https://www.flickr.com/photos/omnh/53576361806/,true,resized to maximum 640 px; converted to RGB JPEG; EXIF removed,../raw/real_v2/images/commons-venue-0020.jpg,faf28f9cf31a27aed3a978e7b9d1b296201fd0269479748b95036727b9dfeab9,63d2721797958f1f,500,334,pending,pending,metadata_screen_passed_manual_review_pending,candidate_not_for_training,
commons-venue-0021,178333094,File:'t Aygems Cafeetje - binnen 3 (Q134888692).jpg,Interiors of restaurants,https://commons.wikimedia.org/wiki/File:%27t_Aygems_Cafeetje_-_binnen_3_(Q134888692).jpg,https://upload.wikimedia.org/wikipedia/commons/4/4b/%27t_Aygems_Cafeetje_-_binnen_3_%28Q134888692%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4b/%27t_Aygems_Cafeetje_-_binnen_3_%28Q134888692%29.jpg/500px-%27t_Aygems_Cafeetje_-_binnen_3_%28Q134888692%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY 4.0,https://creativecommons.org/licenses/by/4.0,JanV1962,Own work,true,resized to maximum 640 px; converted to RGB JPEG; EXIF removed,../raw/real_v2/images/commons-venue-0021.jpg,9c31dbcdd920962872f7cf26e598431729c260f3b8cdb4ea28475ef56fc07216,9104452767250f0e,500,333,pending,pending,metadata_screen_passed_manual_review_pending,candidate_not_for_training,
commons-venue-0022,150956586,File:1934-02 OBRAS 09.jpg,Assembly halls,https://commons.wikimedia.org/wiki/File:1934-02_OBRAS_09.jpg,https://upload.wikimedia.org/wikipedia/commons/4/4b/1934-02_OBRAS_09.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4b/1934-02_OBRAS_09.jpg/500px-1934-02_OBRAS_09.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Public domain,,Unknown author Unknown author,Obras. Revista de la construcción,false,resized to maximum 640 px; converted to RGB JPEG; EXIF removed,../raw/real_v2/images/commons-venue-0022.jpg,58dd922c0bde4e943b472c656ecb1d1d3dfba48375d89a54f1a2e8a1515833a7,36a5c44c49480d69,500,370,pending,pending,metadata_screen_passed_manual_review_pending,candidate_not_for_training,
commons-venue-0023,19307807,File:CTBTO International Scientific Studies 2009 - day 1 - Flickr - The Official CTBTO Photostream (12).jpg,Convention centers,https://commons.wikimedia.org/wiki/File:CTBTO_International_Scientific_Studies_2009_-_day_1_-_Flickr_-_The_Official_CTBTO_Photostream_(12).jpg,https://upload.wikimedia.org/wikipedia/commons/c/c6/CTBTO_International_Scientific_Studies_2009_-_day_1_-_Flickr_-_The_Official_CTBTO_Photostream_%2812%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c6/CTBTO_International_Scientific_Studies_2009_-_day_1_-_Flickr_-_The_Official_CTBTO_Photostream_%2812%29.jpg/500px-CTBTO_International_Scientific_Studies_2009_-_day_1_-_Flickr_-_The_Official_CTBTO_Photostream_%2812%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,The Official CTBTO Photostream,CTBTO International Scientific Studies 2009 - day 1,true,resized to maximum 640 px; converted to RGB JPEG; EXIF removed,../raw/real_v2/images/commons-venue-0023.jpg,69ab69f47e0dd8d55f7e4e3673db430458b94344395dc92fbc16d4b490d591e6,6665db976767263e,500,333,pending,pending,metadata_screen_passed_manual_review_pending,candidate_not_for_training,
commons-venue-0024,6873029,File:Basel Theater Foyer.jpg,Foyers,https://commons.wikimedia.org/wiki/File:Basel_Theater_Foyer.jpg,https://upload.wikimedia.org/wikipedia/commons/3/3a/Basel_Theater_Foyer.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3a/Basel_Theater_Foyer.jpg/500px-Basel_Theater_Foyer.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY 3.0,https://creativecommons.org/licenses/by/3.0,Photo: Andreas Praefcke,Self-photographed,true,resized to maximum 640 px; converted to RGB JPEG; EXIF removed,../raw/real_v2/images/commons-venue-0024.jpg,a715284cf1b0a276f412e1ac8910b7973c389c84e2b19b107f9beb19966d5e5e,f8dccca5351dc1a0,500,375,pending,pending,metadata_screen_passed_manual_review_pending,candidate_not_for_training,
commons-venue-0025,16033176,File:Rosvalla Event Center.jpg,Exhibition halls,https://commons.wikimedia.org/wiki/File:Rosvalla_Event_Center.jpg,https://upload.wikimedia.org/wikipedia/commons/4/4b/Rosvalla_Event_Center.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4b/Rosvalla_Event_Center.jpg/500px-Rosvalla_Event_Center.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY 3.0,https://creativecommons.org/licenses/by/3.0,TS Eriksson,Own work,true,resized to maximum 640 px; converted to RGB JPEG; EXIF removed,../raw/real_v2/images/commons-venue-0025.jpg,c1160676d2f186984bed32307e44f979bbc2e204da03fb1b82be916ace868f39,cc333ebea2464083,500,306,pending,pending,metadata_screen_passed_manual_review_pending,candidate_not_for_training,
commons-venue-0026,157438285,"File:Members of the Libby Salmon Division attending a banquet, Alaska, 1920s (AL+CA 5010).jpg",Banquet halls,"https://commons.wikimedia.org/wiki/File:Members_of_the_Libby_Salmon_Division_attending_a_banquet,_Alaska,_1920s_(AL%2BCA_5010).jpg",https://upload.wikimedia.org/wikipedia/commons/b/bf/Members_of_the_Libby_Salmon_Division_attending_a_banquet%2C_Alaska%2C_1920s_%28AL%2BCA_5010%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://upload.wikimedia.org/wikipedia/commons/b/bf/Members_of_the_Libby_Salmon_Division_attending_a_banquet%2C_Alaska%2C_1920s_%28AL%2BCA_5010%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled,Public domain,,Webster and Stevens,"Alaska, Western Canada and United States Collection",false,resized to maximum 640 px; converted to RGB JPEG; EXIF removed,../raw/real_v2/images/commons-venue-0026.jpg,cbe2ae70fc51e034afed6d49aae7538c9a190c2ba776fd53dde25cfc1b712e61,2c98e7464e1e8692,640,438,pending,pending,metadata_screen_passed_manual_review_pending,candidate_not_for_training,
commons-venue-0027,86480093,File:Emergenza coronavirus (49469541532).jpg,Meeting rooms,https://commons.wikimedia.org/wiki/File:Emergenza_coronavirus_(49469541532).jpg,https://upload.wikimedia.org/wikipedia/commons/2/23/Emergenza_coronavirus_%2849469541532%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://upload.wikimedia.org/wikipedia/commons/thumb/2/23/Emergenza_coronavirus_%2849469541532%29.jpg/500px-Emergenza_coronavirus_%2849469541532%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,Dipartimento Protezione Civile from Italia,Emergenza coronavirus,true,resized to maximum 640 px; converted to RGB JPEG; EXIF removed,../raw/real_v2/images/commons-venue-0027.jpg,b8f47874886627067d01d4ed00eeccea0dd1f075015b5ea138a0f3bf6db8024e,6373d3bbf3e0d9b1,500,333,pending,pending,metadata_screen_passed_manual_review_pending,candidate_not_for_training,
commons-venue-0028,132678521,File:230605-D-TT977-0243.jpg,Conference rooms,https://commons.wikimedia.org/wiki/File:230605-D-TT977-0243.jpg,https://upload.wikimedia.org/wikipedia/commons/2/2e/230605-D-TT977-0243.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2e/230605-D-TT977-0243.jpg/500px-230605-D-TT977-0243.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,U.S. Secretary of Defense,https://www.flickr.com/photos/68842444@N03/52952055659/,true,resized to maximum 640 px; converted to RGB JPEG; EXIF removed,../raw/real_v2/images/commons-venue-0028.jpg,e24c059f4e09d4e2da0ebd441e57585d3e228aee94ec7b1dbb2c9e74ff148a88,d9d0632a9492b2f0,500,333,pending,pending,metadata_screen_passed_manual_review_pending,candidate_not_for_training,
